index;date;country;confirmed
0;2020-02-24;Belgium;1.0
0;2020-02-24;Armenia;0.0
0;2020-02-24;Argentina;0.0
0;2020-02-24;Antigua and Barbuda;0.0
0;2020-02-24;Angola;0.0
0;2020-02-24;Andorra;0.0
0;2020-02-24;Austria;0.0
0;2020-02-25;Canada;11.0
0;2020-02-25;Korea, South;977.0
0;2020-02-25;Kosovo;0.0
0;2020-02-25;Kuwait;11.0
0;2020-02-25;Kyrgyzstan;0.0
0;2020-02-25;Laos;0.0
0;2020-02-25;Latvia;0.0
0;2020-02-25;Lebanon;1.0
0;2020-02-25;Lesotho;0.0
0;2020-02-25;Liberia;0.0
0;2020-02-25;Libya;0.0
0;2020-02-25;Liechtenstein;0.0
0;2020-02-25;Lithuania;0.0
0;2020-02-25;Luxembourg;0.0
0;2020-02-25;MS Zaandam;0.0
0;2020-02-25;Madagascar;0.0
0;2020-02-25;Malawi;0.0
0;2020-02-25;Malaysia;22.0
0;2020-02-25;Maldives;0.0
0;2020-02-25;Mali;0.0
0;2020-02-25;Malta;0.0
0;2020-02-25;Mauritania;0.0
0;2020-02-25;Mauritius;0.0
0;2020-02-25;Mexico;0.0
0;2020-02-25;Moldova;0.0
0;2020-02-25;Monaco;0.0
0;2020-02-25;Mongolia;0.0
0;2020-02-25;Montenegro;0.0
0;2020-02-25;Morocco;0.0
0;2020-02-25;Mozambique;0.0
0;2020-02-25;Kenya;0.0
0;2020-02-25;Kazakhstan;0.0
0;2020-02-25;Jordan;0.0
0;2020-02-25;Japan;173.0
0;2020-02-25;Estonia;0.0
0;2020-02-25;Eswatini;0.0
0;2020-02-25;Ethiopia;0.0
0;2020-02-25;Fiji;0.0
0;2020-02-25;Finland;1.0
0;2020-02-25;France;14.0
0;2020-02-25;Gabon;0.0
0;2020-02-25;Gambia;0.0
0;2020-02-25;Georgia;0.0
0;2020-02-25;Germany;17.0
0;2020-02-25;Ghana;0.0
0;2020-02-25;Greece;0.0
0;2020-02-25;Grenada;0.0
0;2020-02-25;Guatemala;0.0
0;2020-02-25;Nepal;1.0
0;2020-02-25;Guinea;0.0
0;2020-02-25;Guyana;0.0
0;2020-02-25;Haiti;0.0
0;2020-02-25;Holy See;0.0
0;2020-02-25;Honduras;0.0
0;2020-02-25;Hungary;0.0
0;2020-02-25;Iceland;0.0
0;2020-02-25;India;3.0
0;2020-02-25;Indonesia;0.0
0;2020-02-25;Iran;95.0
0;2020-02-25;Iraq;1.0
0;2020-02-25;Ireland;0.0
0;2020-02-25;Israel;1.0
0;2020-02-25;Italy;322.0
0;2020-02-25;Jamaica;0.0
0;2020-02-25;Guinea-Bissau;0.0
0;2020-02-25;Eritrea;0.0
0;2020-02-25;Netherlands;0.0
0;2020-02-25;Nicaragua;0.0
0;2020-02-25;Sri Lanka;1.0
0;2020-02-25;Sudan;0.0
0;2020-02-25;Suriname;0.0
0;2020-02-25;Sweden;1.0
0;2020-02-25;Switzerland;1.0
0;2020-02-25;Syria;0.0
0;2020-02-25;Taiwan*;31.0
0;2020-02-25;Tajikistan;0.0
0;2020-02-25;Tanzania;0.0
0;2020-02-25;Thailand;37.0
0;2020-02-25;Timor-Leste;0.0
0;2020-02-25;Togo;0.0
0;2020-02-25;Trinidad and Tobago;0.0
0;2020-02-25;Tunisia;0.0
0;2020-02-25;Turkey;0.0
0;2020-02-25;US;15.0
0;2020-02-25;Uganda;0.0
0;2020-02-25;Ukraine;0.0
0;2020-02-25;United Arab Emirates;13.0
0;2020-02-25;United Kingdom;34.0
0;2020-02-25;Uruguay;0.0
0;2020-02-25;Uzbekistan;0.0
0;2020-02-25;Venezuela;0.0
0;2020-02-25;Vietnam;16.0
0;2020-02-25;West Bank and Gaza;0.0
0;2020-02-25;Western Sahara;0.0
0;2020-02-25;Yemen;0.0
0;2020-02-25;Zambia;0.0
0;2020-02-25;Zimbabwe;0.0
0;2020-02-25;Spain;6.0
0;2020-02-25;South Sudan;0.0
0;2020-02-25;South Africa;0.0
0;2020-02-25;Somalia;0.0
0;2020-02-25;Niger;0.0
0;2020-02-25;Nigeria;0.0
0;2020-02-25;North Macedonia;0.0
0;2020-02-25;Norway;0.0
0;2020-02-25;Oman;2.0
0;2020-02-25;Pakistan;2.0
0;2020-02-25;Panama;0.0
0;2020-02-25;Papua New Guinea;0.0
0;2020-02-25;Paraguay;0.0
0;2020-02-25;Peru;0.0
0;2020-02-25;Philippines;3.0
0;2020-02-25;Poland;0.0
0;2020-02-25;Portugal;0.0
0;2020-02-25;Qatar;0.0
0;2020-02-25;New Zealand;0.0
0;2020-02-25;Romania;0.0
0;2020-02-25;Rwanda;0.0
0;2020-02-25;Saint Kitts and Nevis;0.0
0;2020-02-25;Saint Lucia;0.0
0;2020-02-25;Saint Vincent and the Grenadines;0.0
0;2020-02-25;San Marino;0.0
0;2020-02-25;Sao Tome and Principe;0.0
0;2020-02-25;Saudi Arabia;0.0
0;2020-02-25;Senegal;0.0
0;2020-02-25;Serbia;0.0
0;2020-02-25;Seychelles;0.0
0;2020-02-25;Sierra Leone;0.0
0;2020-02-25;Singapore;91.0
0;2020-02-25;Slovakia;0.0
0;2020-02-25;Slovenia;0.0
0;2020-02-25;Russia;2.0
0;2020-02-25;Equatorial Guinea;0.0
0;2020-02-25;Namibia;0.0
0;2020-02-25;Egypt;1.0
0;2020-02-25;China;77754.0
0;2020-02-25;Australia;15.0
0;2020-02-25;El Salvador;0.0
0;2020-02-25;Denmark;0.0
0;2020-02-25;Bosnia and Herzegovina;0.0
0;2020-02-25;Botswana;0.0
0;2020-02-25;Brazil;0.0
0;2020-02-25;Brunei;0.0
0;2020-02-25;Bulgaria;0.0
0;2020-02-25;Burkina Faso;0.0
0;2020-02-25;Burma;0.0
0;2020-02-25;Burundi;0.0
0;2020-02-25;Cabo Verde;0.0
0;2020-02-25;Cambodia;1.0
0;2020-02-25;Cameroon;0.0
0;2020-02-25;Central African Republic;0.0
0;2020-02-25;Chad;0.0
0;2020-02-25;Chile;2.0
0;2020-02-25;Bolivia;0.0
0;2020-02-25;Colombia;0.0
0;2020-02-25;Congo (Brazzaville);0.0
0;2020-02-25;Congo (Kinshasa);0.0
0;2020-02-25;Costa Rica;0.0
0;2020-02-25;Cote d'Ivoire;0.0
0;2020-02-25;Croatia;1.0
0;2020-02-25;Cuba;0.0
0;2020-02-25;Cyprus;0.0
0;2020-02-25;Czechia;0.0
0;2020-02-25;Diamond Princess;691.0
0;2020-02-25;Djibouti;0.0
0;2020-02-25;Dominica;0.0
0;2020-02-25;Dominican Republic;0.0
0;2020-02-25;Comoros;0.0
0;2020-02-25;Bhutan;0.0
0;2020-02-25;Ecuador;0.0
0;2020-02-25;Belize;0.0
0;2020-02-25;Benin;0.0
0;2020-02-25;Afghanistan;1.0
0;2020-02-25;Algeria;1.0
0;2020-02-25;Albania;0.0
0;2020-02-25;Belarus;0.0
0;2020-02-25;Barbados;0.0
0;2020-02-25;Bangladesh;0.0
0;2020-02-25;Bahrain;23.0
0;2020-02-25;Azerbaijan;0.0
0;2020-02-25;Bahamas;0.0
0;2020-02-25;Belgium;1.0
0;2020-02-25;Armenia;0.0
0;2020-02-25;Argentina;0.0
0;2020-02-25;Antigua and Barbuda;0.0
0;2020-02-25;Angola;0.0
0;2020-02-25;Andorra;0.0
0;2020-02-25;Austria;2.0
0;2020-02-26;Canada;11.0
0;2020-02-26;Korea, South;1261.0
0;2020-02-26;Kosovo;0.0
0;2020-02-26;Kuwait;26.0
0;2020-02-26;Kyrgyzstan;0.0
0;2020-02-26;Laos;0.0
0;2020-02-26;Latvia;0.0
0;2020-02-26;Lebanon;2.0
0;2020-02-26;Lesotho;0.0
0;2020-02-26;Liberia;0.0
0;2020-02-26;Libya;0.0
0;2020-02-26;Liechtenstein;0.0
0;2020-02-26;Lithuania;0.0
0;2020-02-26;Luxembourg;0.0
0;2020-02-26;MS Zaandam;0.0
0;2020-02-26;Madagascar;0.0
0;2020-02-26;Malawi;0.0
0;2020-02-26;Malaysia;22.0
0;2020-02-26;Maldives;0.0
0;2020-02-26;Mali;0.0
0;2020-02-26;Malta;0.0
0;2020-02-26;Mauritania;0.0
0;2020-02-26;Mauritius;0.0
0;2020-02-26;Mexico;0.0
0;2020-02-26;Moldova;0.0
0;2020-02-26;Monaco;0.0
0;2020-02-26;Mongolia;0.0
0;2020-02-26;Montenegro;0.0
0;2020-02-26;Morocco;0.0
0;2020-02-26;Mozambique;0.0
0;2020-02-26;Kenya;0.0
0;2020-02-26;Kazakhstan;0.0
0;2020-02-26;Jordan;0.0
0;2020-02-26;Japan;192.0
0;2020-02-26;Estonia;0.0
0;2020-02-26;Eswatini;0.0
0;2020-02-26;Ethiopia;0.0
0;2020-02-26;Fiji;0.0
0;2020-02-26;Finland;2.0
0;2020-02-26;France;18.0
0;2020-02-26;Gabon;0.0
0;2020-02-26;Gambia;0.0
0;2020-02-26;Georgia;1.0
0;2020-02-26;Germany;27.0
0;2020-02-26;Ghana;0.0
0;2020-02-26;Greece;1.0
0;2020-02-26;Grenada;0.0
0;2020-02-26;Guatemala;0.0
0;2020-02-26;Nepal;1.0
0;2020-02-26;Guinea;0.0
0;2020-02-26;Guyana;0.0
0;2020-02-26;Haiti;0.0
0;2020-02-26;Holy See;0.0
0;2020-02-26;Honduras;0.0
0;2020-02-26;Hungary;0.0
0;2020-02-26;Iceland;0.0
0;2020-02-26;India;3.0
0;2020-02-26;Indonesia;0.0
0;2020-02-26;Iran;139.0
0;2020-02-26;Iraq;5.0
0;2020-02-26;Ireland;0.0
0;2020-02-26;Israel;2.0
0;2020-02-26;Italy;453.0
0;2020-02-26;Jamaica;0.0
0;2020-02-26;Guinea-Bissau;0.0
0;2020-02-26;Eritrea;0.0
0;2020-02-26;Netherlands;0.0
0;2020-02-26;Nicaragua;0.0
0;2020-02-26;Sri Lanka;1.0
0;2020-02-26;Sudan;0.0
0;2020-02-26;Suriname;0.0
0;2020-02-26;Sweden;2.0
0;2020-02-26;Switzerland;1.0
0;2020-02-26;Syria;0.0
0;2020-02-26;Taiwan*;32.0
0;2020-02-26;Tajikistan;0.0
0;2020-02-26;Tanzania;0.0
0;2020-02-26;Thailand;40.0
0;2020-02-26;Timor-Leste;0.0
0;2020-02-26;Togo;0.0
0;2020-02-26;Trinidad and Tobago;0.0
0;2020-02-26;Tunisia;0.0
0;2020-02-26;Turkey;0.0
0;2020-02-26;US;15.0
0;2020-02-26;Uganda;0.0
0;2020-02-26;Ukraine;0.0
0;2020-02-26;United Arab Emirates;13.0
0;2020-02-26;United Kingdom;37.0
0;2020-02-26;Uruguay;0.0
0;2020-02-26;Uzbekistan;0.0
0;2020-02-26;Venezuela;0.0
0;2020-02-26;Vietnam;16.0
0;2020-02-26;West Bank and Gaza;0.0
0;2020-02-26;Western Sahara;0.0
0;2020-02-26;Yemen;0.0
0;2020-02-26;Zambia;0.0
0;2020-02-26;Zimbabwe;0.0
0;2020-02-26;Spain;13.0
0;2020-02-26;South Sudan;0.0
0;2020-02-26;South Africa;0.0
0;2020-02-26;Somalia;0.0
0;2020-02-26;Niger;0.0
0;2020-02-26;Nigeria;0.0
0;2020-02-26;North Macedonia;1.0
0;2020-02-26;Norway;1.0
0;2020-02-26;Oman;4.0
0;2020-02-26;Pakistan;2.0
0;2020-02-26;Panama;0.0
0;2020-02-26;Papua New Guinea;0.0
0;2020-02-26;Paraguay;0.0
0;2020-02-26;Peru;0.0
0;2020-02-26;Philippines;3.0
0;2020-02-26;Poland;0.0
0;2020-02-26;Portugal;0.0
0;2020-02-26;Qatar;0.0
0;2020-02-26;New Zealand;0.0
0;2020-02-26;Romania;1.0
0;2020-02-26;Rwanda;0.0
0;2020-02-26;Saint Kitts and Nevis;0.0
0;2020-02-26;Saint Lucia;0.0
0;2020-02-26;Saint Vincent and the Grenadines;0.0
0;2020-02-26;San Marino;0.0
0;2020-02-26;Sao Tome and Principe;0.0
0;2020-02-26;Saudi Arabia;0.0
0;2020-02-26;Senegal;0.0
0;2020-02-26;Serbia;0.0
0;2020-02-26;Seychelles;0.0
0;2020-02-26;Sierra Leone;0.0
0;2020-02-26;Singapore;93.0
0;2020-02-26;Slovakia;0.0
0;2020-02-26;Slovenia;0.0
0;2020-02-26;Russia;2.0
0;2020-02-26;Equatorial Guinea;0.0
0;2020-02-26;Namibia;0.0
0;2020-02-26;Egypt;1.0
0;2020-02-26;China;78166.0
0;2020-02-26;Australia;15.0
0;2020-02-26;El Salvador;0.0
0;2020-02-26;Denmark;0.0
0;2020-02-26;Bosnia and Herzegovina;0.0
0;2020-02-26;Botswana;0.0
0;2020-02-26;Brazil;1.0
0;2020-02-26;Brunei;0.0
0;2020-02-26;Bulgaria;0.0
0;2020-02-26;Burkina Faso;0.0
0;2020-02-26;Burma;0.0
0;2020-02-26;Burundi;0.0
0;2020-02-26;Cabo Verde;0.0
0;2020-02-26;Cambodia;1.0
0;2020-02-26;Cameroon;0.0
0;2020-02-26;Central African Republic;0.0
0;2020-02-26;Chad;0.0
0;2020-02-26;Chile;2.0
0;2020-02-26;Bolivia;0.0
0;2020-02-26;Colombia;0.0
0;2020-02-26;Congo (Brazzaville);0.0
0;2020-02-26;Congo (Kinshasa);0.0
0;2020-02-26;Costa Rica;0.0
0;2020-02-26;Cote d'Ivoire;0.0
0;2020-02-26;Croatia;3.0
0;2020-02-26;Cuba;0.0
0;2020-02-26;Cyprus;0.0
0;2020-02-26;Czechia;0.0
0;2020-02-26;Diamond Princess;705.0
0;2020-02-26;Djibouti;0.0
0;2020-02-26;Dominica;0.0
0;2020-02-26;Dominican Republic;0.0
0;2020-02-26;Comoros;0.0
0;2020-02-26;Bhutan;0.0
0;2020-02-26;Ecuador;0.0
0;2020-02-26;Belize;0.0
0;2020-02-26;Benin;0.0
0;2020-02-26;Afghanistan;1.0
0;2020-02-26;Algeria;1.0
0;2020-02-26;Albania;0.0
0;2020-02-26;Belarus;0.0
0;2020-02-26;Barbados;0.0
0;2020-02-26;Bangladesh;0.0
0;2020-02-26;Bahrain;33.0
0;2020-02-26;Azerbaijan;0.0
0;2020-02-26;Bahamas;0.0
0;2020-02-26;Belgium;1.0
0;2020-02-26;Armenia;0.0
0;2020-02-26;Argentina;0.0
0;2020-02-26;Antigua and Barbuda;0.0
0;2020-02-26;Angola;0.0
0;2020-02-26;Andorra;0.0
0;2020-02-26;Austria;2.0
0;2020-02-27;Canada;13.0
0;2020-02-27;Korea, South;1766.0
0;2020-02-27;Kosovo;0.0
0;2020-02-27;Kuwait;43.0
0;2020-02-27;Kyrgyzstan;0.0
0;2020-02-27;Laos;0.0
0;2020-02-27;Latvia;0.0
0;2020-02-27;Lebanon;2.0
0;2020-02-27;Lesotho;0.0
0;2020-02-27;Liberia;0.0
0;2020-02-27;Libya;0.0
0;2020-02-27;Liechtenstein;0.0
0;2020-02-27;Lithuania;0.0
0;2020-02-27;Luxembourg;0.0
0;2020-02-27;MS Zaandam;0.0
0;2020-02-27;Madagascar;0.0
0;2020-02-27;Malawi;0.0
0;2020-02-27;Malaysia;23.0
0;2020-02-27;Maldives;0.0
0;2020-02-27;Mali;0.0
0;2020-02-27;Malta;0.0
0;2020-02-27;Mauritania;0.0
0;2020-02-27;Mauritius;0.0
0;2020-02-27;Mexico;0.0
0;2020-02-27;Moldova;0.0
0;2020-02-27;Monaco;0.0
0;2020-02-27;Mongolia;0.0
0;2020-02-27;Montenegro;0.0
0;2020-02-27;Morocco;0.0
0;2020-02-27;Mozambique;0.0
0;2020-02-27;Kenya;0.0
0;2020-02-27;Kazakhstan;0.0
0;2020-02-27;Jordan;0.0
0;2020-02-27;Japan;218.0
0;2020-02-27;Estonia;1.0
0;2020-02-27;Eswatini;0.0
0;2020-02-27;Ethiopia;0.0
0;2020-02-27;Fiji;0.0
0;2020-02-27;Finland;2.0
0;2020-02-27;France;38.0
0;2020-02-27;Gabon;0.0
0;2020-02-27;Gambia;0.0
0;2020-02-27;Georgia;1.0
0;2020-02-27;Germany;46.0
0;2020-02-27;Ghana;0.0
0;2020-02-27;Greece;3.0
0;2020-02-27;Grenada;0.0
0;2020-02-27;Guatemala;0.0
0;2020-02-27;Nepal;1.0
0;2020-02-27;Guinea;0.0
0;2020-02-27;Guyana;0.0
0;2020-02-27;Haiti;0.0
0;2020-02-27;Holy See;0.0
0;2020-02-27;Honduras;0.0
0;2020-02-27;Hungary;0.0
0;2020-02-27;Iceland;0.0
0;2020-02-27;India;3.0
0;2020-02-27;Indonesia;0.0
0;2020-02-27;Iran;245.0
0;2020-02-27;Iraq;7.0
0;2020-02-27;Ireland;0.0
0;2020-02-27;Israel;3.0
0;2020-02-27;Italy;655.0
0;2020-02-27;Jamaica;0.0
0;2020-02-27;Guinea-Bissau;0.0
0;2020-02-27;Eritrea;0.0
0;2020-02-27;Netherlands;1.0
0;2020-02-27;Nicaragua;0.0
0;2020-02-27;Sri Lanka;1.0
0;2020-02-27;Sudan;0.0
0;2020-02-27;Suriname;0.0
0;2020-02-27;Sweden;3.0
0;2020-02-27;Switzerland;8.0
0;2020-02-27;Syria;0.0
0;2020-02-27;Taiwan*;32.0
0;2020-02-27;Tajikistan;0.0
0;2020-02-27;Tanzania;0.0
0;2020-02-27;Thailand;40.0
0;2020-02-27;Timor-Leste;0.0
0;2020-02-27;Togo;0.0
0;2020-02-27;Trinidad and Tobago;0.0
0;2020-02-27;Tunisia;0.0
0;2020-02-27;Turkey;0.0
0;2020-02-27;US;16.0
0;2020-02-27;Uganda;0.0
0;2020-02-27;Ukraine;0.0
0;2020-02-27;United Arab Emirates;13.0
0;2020-02-27;United Kingdom;44.0
0;2020-02-27;Uruguay;0.0
0;2020-02-27;Uzbekistan;0.0
0;2020-02-27;Venezuela;0.0
0;2020-02-27;Vietnam;16.0
0;2020-02-27;West Bank and Gaza;0.0
0;2020-02-27;Western Sahara;0.0
0;2020-02-27;Yemen;0.0
0;2020-02-27;Zambia;0.0
0;2020-02-27;Zimbabwe;0.0
0;2020-02-27;Spain;15.0
0;2020-02-27;South Sudan;0.0
0;2020-02-27;South Africa;0.0
0;2020-02-27;Somalia;0.0
0;2020-02-27;Niger;0.0
0;2020-02-27;Nigeria;0.0
0;2020-02-27;North Macedonia;1.0
0;2020-02-27;Norway;1.0
0;2020-02-27;Oman;4.0
0;2020-02-27;Pakistan;2.0
0;2020-02-27;Panama;0.0
0;2020-02-27;Papua New Guinea;0.0
0;2020-02-27;Paraguay;0.0
0;2020-02-27;Peru;0.0
0;2020-02-27;Philippines;3.0
0;2020-02-27;Poland;0.0
0;2020-02-27;Portugal;0.0
0;2020-02-27;Qatar;0.0
0;2020-02-27;New Zealand;0.0
0;2020-02-27;Romania;1.0
0;2020-02-27;Rwanda;0.0
0;2020-02-27;Saint Kitts and Nevis;0.0
0;2020-02-27;Saint Lucia;0.0
0;2020-02-27;Saint Vincent and the Grenadines;0.0
0;2020-02-27;San Marino;1.0
0;2020-02-27;Sao Tome and Principe;0.0
0;2020-02-27;Saudi Arabia;0.0
0;2020-02-27;Senegal;0.0
0;2020-02-27;Serbia;0.0
0;2020-02-27;Seychelles;0.0
0;2020-02-27;Sierra Leone;0.0
0;2020-02-27;Singapore;93.0
0;2020-02-27;Slovakia;0.0
0;2020-02-27;Slovenia;0.0
0;2020-02-27;Russia;2.0
0;2020-02-27;Equatorial Guinea;0.0
0;2020-02-27;Namibia;0.0
0;2020-02-27;Egypt;1.0
0;2020-02-27;China;78600.0
0;2020-02-27;Australia;15.0
0;2020-02-27;El Salvador;0.0
0;2020-02-27;Denmark;1.0
0;2020-02-27;Bosnia and Herzegovina;0.0
0;2020-02-27;Botswana;0.0
0;2020-02-27;Brazil;1.0
0;2020-02-27;Brunei;0.0
0;2020-02-27;Bulgaria;0.0
0;2020-02-27;Burkina Faso;0.0
0;2020-02-27;Burma;0.0
0;2020-02-27;Burundi;0.0
0;2020-02-27;Cabo Verde;0.0
0;2020-02-27;Cambodia;1.0
0;2020-02-27;Cameroon;0.0
0;2020-02-27;Central African Republic;0.0
0;2020-02-27;Chad;0.0
0;2020-02-27;Chile;2.0
0;2020-02-27;Bolivia;0.0
0;2020-02-27;Colombia;0.0
0;2020-02-27;Congo (Brazzaville);0.0
0;2020-02-27;Congo (Kinshasa);0.0
0;2020-02-27;Costa Rica;0.0
0;2020-02-27;Cote d'Ivoire;0.0
0;2020-02-27;Croatia;3.0
0;2020-02-27;Cuba;0.0
0;2020-02-27;Cyprus;0.0
0;2020-02-27;Czechia;0.0
0;2020-02-27;Diamond Princess;705.0
0;2020-02-27;Djibouti;0.0
0;2020-02-27;Dominica;0.0
0;2020-02-27;Dominican Republic;0.0
0;2020-02-27;Comoros;0.0
0;2020-02-27;Bhutan;0.0
0;2020-02-27;Ecuador;0.0
0;2020-02-27;Belize;0.0
0;2020-02-27;Benin;0.0
0;2020-02-27;Afghanistan;1.0
0;2020-02-27;Algeria;1.0
0;2020-02-27;Albania;0.0
0;2020-02-27;Belarus;0.0
0;2020-02-27;Barbados;0.0
0;2020-02-27;Bangladesh;0.0
0;2020-02-27;Bahrain;33.0
0;2020-02-27;Azerbaijan;0.0
0;2020-02-27;Bahamas;0.0
0;2020-02-27;Belgium;1.0
0;2020-02-27;Armenia;0.0
0;2020-02-27;Argentina;0.0
0;2020-02-27;Antigua and Barbuda;0.0
0;2020-02-27;Angola;0.0
0;2020-02-27;Andorra;0.0
0;2020-02-27;Austria;3.0
0;2020-02-28;Canada;14.0
0;2020-02-28;Korea, South;2337.0
0;2020-02-28;Kosovo;0.0
0;2020-02-28;Kuwait;45.0
0;2020-02-28;Kyrgyzstan;0.0
0;2020-02-28;Laos;0.0
0;2020-02-28;Latvia;0.0
0;2020-02-28;Lebanon;2.0
0;2020-02-28;Lesotho;0.0
0;2020-02-28;Liberia;0.0
0;2020-02-28;Libya;0.0
0;2020-02-28;Liechtenstein;0.0
0;2020-02-28;Lithuania;1.0
0;2020-02-28;Luxembourg;0.0
0;2020-02-28;MS Zaandam;0.0
0;2020-02-28;Madagascar;0.0
0;2020-02-28;Malawi;0.0
0;2020-02-28;Malaysia;23.0
0;2020-02-28;Maldives;0.0
0;2020-02-28;Mali;0.0
0;2020-02-28;Malta;0.0
0;2020-02-28;Mauritania;0.0
0;2020-02-28;Mauritius;0.0
0;2020-02-28;Mexico;1.0
0;2020-02-28;Moldova;0.0
0;2020-02-28;Monaco;0.0
0;2020-02-28;Mongolia;0.0
0;2020-02-28;Montenegro;0.0
0;2020-02-28;Morocco;0.0
0;2020-02-28;Mozambique;0.0
0;2020-02-28;Kenya;0.0
0;2020-02-28;Kazakhstan;0.0
0;2020-02-28;Jordan;0.0
0;2020-02-28;Japan;236.0
0;2020-02-28;Estonia;1.0
0;2020-02-28;Eswatini;0.0
0;2020-02-28;Ethiopia;0.0
0;2020-02-28;Fiji;0.0
0;2020-02-28;Finland;2.0
0;2020-02-28;France;57.0
0;2020-02-28;Gabon;0.0
0;2020-02-28;Gambia;0.0
0;2020-02-28;Georgia;1.0
0;2020-02-28;Germany;48.0
0;2020-02-28;Ghana;0.0
0;2020-02-28;Greece;4.0
0;2020-02-28;Grenada;0.0
0;2020-02-28;Guatemala;0.0
0;2020-02-28;Nepal;1.0
0;2020-02-28;Guinea;0.0
0;2020-02-28;Guyana;0.0
0;2020-02-28;Haiti;0.0
0;2020-02-28;Holy See;0.0
0;2020-02-28;Honduras;0.0
0;2020-02-28;Hungary;0.0
0;2020-02-28;Iceland;1.0
0;2020-02-28;India;3.0
0;2020-02-28;Indonesia;0.0
0;2020-02-28;Iran;388.0
0;2020-02-28;Iraq;7.0
0;2020-02-28;Ireland;0.0
0;2020-02-28;Israel;4.0
0;2020-02-28;Italy;888.0
0;2020-02-28;Jamaica;0.0
0;2020-02-28;Guinea-Bissau;0.0
0;2020-02-28;Eritrea;0.0
0;2020-02-28;Netherlands;1.0
0;2020-02-28;Nicaragua;0.0
0;2020-02-28;Sri Lanka;1.0
0;2020-02-28;Sudan;0.0
0;2020-02-28;Suriname;0.0
0;2020-02-28;Sweden;11.0
0;2020-02-28;Switzerland;8.0
0;2020-02-28;Syria;0.0
0;2020-02-28;Taiwan*;34.0
0;2020-02-28;Tajikistan;0.0
0;2020-02-28;Tanzania;0.0
0;2020-02-28;Thailand;41.0
0;2020-02-28;Timor-Leste;0.0
0;2020-02-28;Togo;0.0
0;2020-02-28;Trinidad and Tobago;0.0
0;2020-02-28;Tunisia;0.0
0;2020-02-28;Turkey;0.0
0;2020-02-28;US;16.0
0;2020-02-28;Uganda;0.0
0;2020-02-28;Ukraine;0.0
0;2020-02-28;United Arab Emirates;19.0
0;2020-02-28;United Kingdom;56.0
0;2020-02-28;Uruguay;0.0
0;2020-02-28;Uzbekistan;0.0
0;2020-02-28;Venezuela;0.0
0;2020-02-28;Vietnam;16.0
0;2020-02-28;West Bank and Gaza;0.0
0;2020-02-28;Western Sahara;0.0
0;2020-02-28;Yemen;0.0
0;2020-02-28;Zambia;0.0
0;2020-02-28;Zimbabwe;0.0
0;2020-02-28;Spain;32.0
0;2020-02-28;South Sudan;0.0
0;2020-02-28;South Africa;0.0
0;2020-02-28;Somalia;0.0
0;2020-02-28;Niger;0.0
0;2020-02-28;Nigeria;1.0
0;2020-02-28;North Macedonia;1.0
0;2020-02-28;Norway;6.0
0;2020-02-28;Oman;4.0
0;2020-02-28;Pakistan;4.0
0;2020-02-28;Panama;0.0
0;2020-02-28;Papua New Guinea;0.0
0;2020-02-28;Paraguay;0.0
0;2020-02-28;Peru;0.0
0;2020-02-28;Philippines;3.0
0;2020-02-28;Poland;0.0
0;2020-02-28;Portugal;0.0
0;2020-02-28;Qatar;0.0
0;2020-02-28;New Zealand;1.0
0;2020-02-28;Romania;3.0
0;2020-02-28;Rwanda;0.0
0;2020-02-28;Saint Kitts and Nevis;0.0
0;2020-02-28;Saint Lucia;0.0
0;2020-02-28;Saint Vincent and the Grenadines;0.0
0;2020-02-28;San Marino;1.0
0;2020-02-28;Sao Tome and Principe;0.0
0;2020-02-28;Saudi Arabia;0.0
0;2020-02-28;Senegal;0.0
0;2020-02-28;Serbia;0.0
0;2020-02-28;Seychelles;0.0
0;2020-02-28;Sierra Leone;0.0
0;2020-02-28;Singapore;93.0
0;2020-02-28;Slovakia;0.0
0;2020-02-28;Slovenia;0.0
0;2020-02-28;Russia;2.0
0;2020-02-28;Equatorial Guinea;0.0
0;2020-02-28;Namibia;0.0
0;2020-02-28;Egypt;1.0
0;2020-02-28;China;78928.0
0;2020-02-28;Australia;15.0
0;2020-02-28;El Salvador;0.0
0;2020-02-28;Denmark;1.0
0;2020-02-28;Bosnia and Herzegovina;0.0
0;2020-02-28;Botswana;0.0
0;2020-02-28;Brazil;1.0
0;2020-02-28;Brunei;0.0
0;2020-02-28;Bulgaria;0.0
0;2020-02-28;Burkina Faso;0.0
0;2020-02-28;Burma;0.0
0;2020-02-28;Burundi;0.0
0;2020-02-28;Cabo Verde;0.0
0;2020-02-28;Cambodia;1.0
0;2020-02-28;Cameroon;0.0
0;2020-02-28;Central African Republic;0.0
0;2020-02-28;Chad;0.0
0;2020-02-28;Chile;2.0
0;2020-02-28;Bolivia;0.0
0;2020-02-28;Colombia;0.0
0;2020-02-28;Congo (Brazzaville);0.0
0;2020-02-28;Congo (Kinshasa);0.0
0;2020-02-28;Costa Rica;0.0
0;2020-02-28;Cote d'Ivoire;0.0
0;2020-02-28;Croatia;5.0
0;2020-02-28;Cuba;0.0
0;2020-02-28;Cyprus;0.0
0;2020-02-28;Czechia;0.0
0;2020-02-28;Diamond Princess;705.0
0;2020-02-28;Djibouti;0.0
0;2020-02-28;Dominica;0.0
0;2020-02-28;Dominican Republic;0.0
0;2020-02-28;Comoros;0.0
0;2020-02-28;Bhutan;0.0
